"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000164176.13",1001.74041898927,2.58286578281558,0.47166775676161,5.47602787298647,4.34979202775895e-08,4.8299239629969e-06
"ENSG00000141425.18",4473.59249897936,0.893719915723471,0.163238461521196,5.47493468999293,4.37672999790037e-08,4.83356597768121e-06
"ENSG00000184500.16",7988.23459256321,2.93171509954006,0.536678046761481,5.46270732934046,4.6892735935481e-08,5.15088971988071e-06
"ENSG00000196353.11",344.1738027162,5.01874453413928,0.91902752519287,5.4609295114268,4.7364809473184e-08,5.17492204463435e-06
"ENSG00000215218.4",993.131806829748,2.22559436279935,0.407645740603408,5.45962864595364,4.77131506870379e-08,5.18525203024932e-06
"ENSG00000260604.2",42.0707596924348,3.49126652327437,0.640226212420013,5.45317647972834,4.94779210442205e-08,5.34858944367444e-06
"ENSG00000008735.14",147.375276635978,-1.2778766604521,0.234591886639874,-5.44723297448812,5.11594353137985e-08,5.41574312381459e-06
"ENSG00000011028.14",7481.00788407452,2.77574656619224,0.50956243813077,5.4473139275621,5.11361646188542e-08,5.41574312381459e-06
"ENSG00000106789.13",1034.50961582553,1.61950598632598,0.297242272452707,5.44843764301274,5.08142001259747e-08,5.41574312381459e-06
"ENSG00000183578.8",133.337658220784,-1.56523374994983,0.28722869978455,-5.4494336781941,5.05304616217497e-08,5.41574312381459e-06
"ENSG00000174721.10",188.965565378281,-1.33158049711786,0.244510651174867,-5.44589976231976,5.15441589310141e-08,5.42834387175025e-06
"ENSG00000112249.14",2679.44731848867,0.998311996201321,0.183360736851763,5.44452434769827,5.19439990677974e-08,5.44239920489317e-06
"ENSG00000099814.16",5198.65273170225,1.26224992052116,0.232209375141426,5.43582669628387,5.45429490736739e-08,5.68554588022568e-06
"ENSG00000136695.15",46.3638746246984,4.10115440897309,0.754964581868956,5.43224742917139,5.56486871966698e-08,5.7422137783594e-06
"ENSG00000197046.12",237.593985322839,3.83717301569764,0.706272786065671,5.43299004492699,5.54175005339921e-08,5.7422137783594e-06
"ENSG00000104177.18",705.52075000256,1.57598641464704,0.290347509167836,5.42793158158638,5.70108844559827e-08,5.85321296643308e-06
"ENSG00000180776.16",4529.69934341382,0.897135136972506,0.165392274295937,5.4242868404316,5.81863798994015e-08,5.94402963862336e-06
"ENSG00000105641.4",3438.9295596717,-5.47958762721894,1.01122518514597,-5.41876103137995,6.00134691116912e-08,6.10017506179584e-06
"ENSG00000184574.10",1618.7188999593,2.42685506492886,0.449545503767254,5.39846365849836,6.72139790905421e-08,6.79826141979637e-06
"ENSG00000126218.12",162.471710300469,-2.87702559569473,0.533620837361756,-5.39151658679384,6.98655088590024e-08,7.03163650984374e-06
"ENSG00000184731.6",1274.02396625408,1.20682191434006,0.223960817724069,5.38854040007536,7.10321967069145e-08,7.11401377901456e-06
"ENSG00000151746.15",1349.93720965705,0.94489281164889,0.175382310007907,5.38761755165782,7.13977776334582e-08,7.11574631623992e-06
"ENSG00000185985.11",21.5687980418575,-3.45838235821187,0.642560194314708,-5.38219203245268,7.35842016389066e-08,7.29805254215777e-06
"ENSG00000166886.13",4774.22668782824,2.08603214863451,0.387903247746996,5.37771251143299,7.54381460250449e-08,7.44578145622073e-06
"ENSG00000185567.7",1834.90578878643,3.23584102163814,0.601918988807006,5.37587463065674,7.62118095179627e-08,7.48597827048796e-06
